file,path,heuristic,status,runtime_sec,decisions,conflicts,learned_clauses,propagations
flat50-168.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-168.cnf,vsids,SAT,0.586514,20,5,5,306
flat50-169.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-169.cnf,baseline,SAT,0.752607,24,2,2,218
flat50-169.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-169.cnf,vsids,SAT,0.828346,29,6,6,462
flat50-17.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-17.cnf,baseline,SAT,0.795033,14,3,3,431
flat50-17.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-17.cnf,vsids,SAT,0.807501,22,5,5,332
flat50-170.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-170.cnf,baseline,SAT,1.661642,48,24,24,1588
flat50-170.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-170.cnf,vsids,SAT,0.4808,11,0,0,139
flat50-171.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-171.cnf,baseline,SAT,0.449872,14,0,0,136
flat50-171.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-171.cnf,vsids,SAT,2.632692,80,38,38,2359
flat50-172.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-172.cnf,baseline,SAT,0.475406,17,1,1,194
flat50-172.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-172.cnf,vsids,SAT,1.046146,24,9,9,611
flat50-173.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-173.cnf,baseline,SAT,1.817687,59,26,26,1689
flat50-173.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-173.cnf,vsids,SAT,0.617952,12,3,3,294
flat50-174.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-174.cnf,baseline,SAT,1.136217,31,8,8,512
flat50-174.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-174.cnf,vsids,SAT,0.488746,16,0,0,134
flat50-175.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-175.cnf,baseline,SAT,1.1523,34,10,10,635
flat50-175.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-175.cnf,vsids,SAT,0.622569,17,1,1,236
flat50-176.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-176.cnf,baseline,SAT,0.576134,30,5,5,311
flat50-176.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-176.cnf,vsids,SAT,0.746682,21,4,4,293
flat50-177.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-177.cnf,baseline,SAT,5.535671,137,75,75,4604
flat50-177.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-177.cnf,vsids,SAT,1.584892,38,15,15,964
flat50-178.cnf,C:\Users\Alkizar\Downloads\flat50-115\flat50-178.cnf,baseline,SAT,0.745359,19,3,3,246
